,datetime,OPR_DT,OPR_HR,MW
29282,2022-04-03 13:00:00-07:00,2022-04-03,14,-0.74784
29286,2022-04-03 14:00:00-07:00,2022-04-03,15,-2.30761
29296,2022-04-03 15:00:00-07:00,2022-04-03,16,-0.19134
29289,2022-04-03 16:00:00-07:00,2022-04-03,17,0.00148
29290,2022-04-03 17:00:00-07:00,2022-04-03,18,19.45303
29287,2022-04-03 18:00:00-07:00,2022-04-03,19,49.97841
29291,2022-04-03 19:00:00-07:00,2022-04-03,20,65.02655
29302,2022-04-03 20:00:00-07:00,2022-04-03,21,60.69653
29280,2022-04-03 21:00:00-07:00,2022-04-03,22,54.20296
29301,2022-04-03 22:00:00-07:00,2022-04-03,23,49.43494
29281,2022-04-03 23:00:00-07:00,2022-04-03,24,47.55892
29413,2022-04-04 00:00:00-07:00,2022-04-04,1,46.05222
29423,2022-04-04 01:00:00-07:00,2022-04-04,2,44.63901
29408,2022-04-04 02:00:00-07:00,2022-04-04,3,43.01434
29416,2022-04-04 03:00:00-07:00,2022-04-04,4,44.32884
29404,2022-04-04 04:00:00-07:00,2022-04-04,5,47.97174
29411,2022-04-04 05:00:00-07:00,2022-04-04,6,58.16499
29417,2022-04-04 06:00:00-07:00,2022-04-04,7,66.21746
29405,2022-04-04 07:00:00-07:00,2022-04-04,8,53.6431
29414,2022-04-04 08:00:00-07:00,2022-04-04,9,26.30633
29406,2022-04-04 09:00:00-07:00,2022-04-04,10,14.93596
29422,2022-04-04 10:00:00-07:00,2022-04-04,11,8.73899
29409,2022-04-04 11:00:00-07:00,2022-04-04,12,8.75458
29401,2022-04-04 12:00:00-07:00,2022-04-04,13,5.93047
29412,2022-04-04 13:00:00-07:00,2022-04-04,14,4.56471
29402,2022-04-04 14:00:00-07:00,2022-04-04,15,6.00022
29419,2022-04-04 15:00:00-07:00,2022-04-04,16,8.15698
29410,2022-04-04 16:00:00-07:00,2022-04-04,17,12.30072
29420,2022-04-04 17:00:00-07:00,2022-04-04,18,39.06696
29403,2022-04-04 18:00:00-07:00,2022-04-04,19,63.10133
29400,2022-04-04 19:00:00-07:00,2022-04-04,20,79.13915
29415,2022-04-04 20:00:00-07:00,2022-04-04,21,72.06285
29421,2022-04-04 21:00:00-07:00,2022-04-04,22,63.1
29407,2022-04-04 22:00:00-07:00,2022-04-04,23,56.21187
29418,2022-04-04 23:00:00-07:00,2022-04-04,24,53.06985
29542,2022-04-05 00:00:00-07:00,2022-04-05,1,47.60286
29528,2022-04-05 01:00:00-07:00,2022-04-05,2,46.25432
29527,2022-04-05 02:00:00-07:00,2022-04-05,3,44.46112
29539,2022-04-05 03:00:00-07:00,2022-04-05,4,44.20423
29534,2022-04-05 04:00:00-07:00,2022-04-05,5,47.46408
29535,2022-04-05 05:00:00-07:00,2022-04-05,6,55.86454
29536,2022-04-05 06:00:00-07:00,2022-04-05,7,71.29564
29523,2022-04-05 07:00:00-07:00,2022-04-05,8,57.73311
29532,2022-04-05 08:00:00-07:00,2022-04-05,9,30.62732
29524,2022-04-05 09:00:00-07:00,2022-04-05,10,15.69968
29521,2022-04-05 10:00:00-07:00,2022-04-05,11,9.9422
29540,2022-04-05 11:00:00-07:00,2022-04-05,12,10.48459
29530,2022-04-05 12:00:00-07:00,2022-04-05,13,6.54435
29537,2022-04-05 13:00:00-07:00,2022-04-05,14,5.73032
29525,2022-04-05 14:00:00-07:00,2022-04-05,15,8.98538
29531,2022-04-05 15:00:00-07:00,2022-04-05,16,10.25822
29541,2022-04-05 16:00:00-07:00,2022-04-05,17,21.16038
29538,2022-04-05 17:00:00-07:00,2022-04-05,18,44.83512
29522,2022-04-05 18:00:00-07:00,2022-04-05,19,72.68204
29533,2022-04-05 19:00:00-07:00,2022-04-05,20,91.38583
29526,2022-04-05 20:00:00-07:00,2022-04-05,21,80.91058
29543,2022-04-05 21:00:00-07:00,2022-04-05,22,71.70032
29520,2022-04-05 22:00:00-07:00,2022-04-05,23,63.09979
29529,2022-04-05 23:00:00-07:00,2022-04-05,24,55.25257
29655,2022-04-06 00:00:00-07:00,2022-04-06,1,56.96992
29650,2022-04-06 01:00:00-07:00,2022-04-06,2,52.60954
29651,2022-04-06 02:00:00-07:00,2022-04-06,3,51.94286
29661,2022-04-06 03:00:00-07:00,2022-04-06,4,54.56382
29652,2022-04-06 04:00:00-07:00,2022-04-06,5,59.22638
29653,2022-04-06 05:00:00-07:00,2022-04-06,6,67.695
29656,2022-04-06 06:00:00-07:00,2022-04-06,7,93.31936
29644,2022-04-06 07:00:00-07:00,2022-04-06,8,71.75289
29645,2022-04-06 08:00:00-07:00,2022-04-06,9,44.17693
29662,2022-04-06 09:00:00-07:00,2022-04-06,10,32.13335
29641,2022-04-06 10:00:00-07:00,2022-04-06,11,27.11699
29654,2022-04-06 11:00:00-07:00,2022-04-06,12,30.69964
29643,2022-04-06 12:00:00-07:00,2022-04-06,13,28.48341
29642,2022-04-06 13:00:00-07:00,2022-04-06,14,40.0938
29646,2022-04-06 14:00:00-07:00,2022-04-06,15,43.74225
29648,2022-04-06 15:00:00-07:00,2022-04-06,16,49.92047
29647,2022-04-06 16:00:00-07:00,2022-04-06,17,56.63986
29649,2022-04-06 17:00:00-07:00,2022-04-06,18,67.49532
29658,2022-04-06 18:00:00-07:00,2022-04-06,19,110.53586
29659,2022-04-06 19:00:00-07:00,2022-04-06,20,144.32164
29660,2022-04-06 20:00:00-07:00,2022-04-06,21,119.27613
29640,2022-04-06 21:00:00-07:00,2022-04-06,22,92.83156
29657,2022-04-06 22:00:00-07:00,2022-04-06,23,74.95494
29663,2022-04-06 23:00:00-07:00,2022-04-06,24,68.3257
29777,2022-04-07 00:00:00-07:00,2022-04-07,1,58.2876
29783,2022-04-07 01:00:00-07:00,2022-04-07,2,56.07277
29768,2022-04-07 02:00:00-07:00,2022-04-07,3,54.30172
29782,2022-04-07 03:00:00-07:00,2022-04-07,4,53.99415
29761,2022-04-07 04:00:00-07:00,2022-04-07,5,55.84141
29763,2022-04-07 05:00:00-07:00,2022-04-07,6,63.38315
29778,2022-04-07 06:00:00-07:00,2022-04-07,7,83.34183
29776,2022-04-07 07:00:00-07:00,2022-04-07,8,67.05003
29775,2022-04-07 08:00:00-07:00,2022-04-07,9,45.82525
29767,2022-04-07 09:00:00-07:00,2022-04-07,10,32.97586
29762,2022-04-07 10:00:00-07:00,2022-04-07,11,30.98792
29780,2022-04-07 11:00:00-07:00,2022-04-07,12,37.18373
29779,2022-04-07 12:00:00-07:00,2022-04-07,13,42.75891
29773,2022-04-07 13:00:00-07:00,2022-04-07,14,45.61981
29769,2022-04-07 14:00:00-07:00,2022-04-07,15,52.90697
29772,2022-04-07 15:00:00-07:00,2022-04-07,16,54.48
29760,2022-04-07 16:00:00-07:00,2022-04-07,17,58.6059
29765,2022-04-07 17:00:00-07:00,2022-04-07,18,74.99033
29771,2022-04-07 18:00:00-07:00,2022-04-07,19,152.97018
29764,2022-04-07 19:00:00-07:00,2022-04-07,20,200.13599
29781,2022-04-07 20:00:00-07:00,2022-04-07,21,145.23535
29770,2022-04-07 21:00:00-07:00,2022-04-07,22,94.32
29774,2022-04-07 22:00:00-07:00,2022-04-07,23,77.94109
29766,2022-04-07 23:00:00-07:00,2022-04-07,24,69.96534
29886,2022-04-08 00:00:00-07:00,2022-04-08,1,63.7723
29883,2022-04-08 01:00:00-07:00,2022-04-08,2,60.11131
29889,2022-04-08 02:00:00-07:00,2022-04-08,3,58.06128
29897,2022-04-08 03:00:00-07:00,2022-04-08,4,56.49282
29887,2022-04-08 04:00:00-07:00,2022-04-08,5,60.47258
29894,2022-04-08 05:00:00-07:00,2022-04-08,6,66.21835
29884,2022-04-08 06:00:00-07:00,2022-04-08,7,80.31274
29895,2022-04-08 07:00:00-07:00,2022-04-08,8,60.76083
29890,2022-04-08 08:00:00-07:00,2022-04-08,9,43.1915
29892,2022-04-08 09:00:00-07:00,2022-04-08,10,32.23752
29898,2022-04-08 10:00:00-07:00,2022-04-08,11,32.62435
29888,2022-04-08 11:00:00-07:00,2022-04-08,12,41.85279
29903,2022-04-08 12:00:00-07:00,2022-04-08,13,45.36685
29882,2022-04-08 13:00:00-07:00,2022-04-08,14,47.3935
29885,2022-04-08 14:00:00-07:00,2022-04-08,15,54.11114
29896,2022-04-08 15:00:00-07:00,2022-04-08,16,58.06483
29893,2022-04-08 16:00:00-07:00,2022-04-08,17,62.11205
29899,2022-04-08 17:00:00-07:00,2022-04-08,18,69.68993
29900,2022-04-08 18:00:00-07:00,2022-04-08,19,105.86144
29901,2022-04-08 19:00:00-07:00,2022-04-08,20,134.66196
29902,2022-04-08 20:00:00-07:00,2022-04-08,21,93.02766
29891,2022-04-08 21:00:00-07:00,2022-04-08,22,75.81938
29881,2022-04-08 22:00:00-07:00,2022-04-08,23,68.0
29880,2022-04-08 23:00:00-07:00,2022-04-08,24,60.98054
30021,2022-04-09 00:00:00-07:00,2022-04-09,1,60.88523
30002,2022-04-09 01:00:00-07:00,2022-04-09,2,59.73465
30005,2022-04-09 02:00:00-07:00,2022-04-09,3,55.88
30016,2022-04-09 03:00:00-07:00,2022-04-09,4,54.73259
30010,2022-04-09 04:00:00-07:00,2022-04-09,5,54.76717
30017,2022-04-09 05:00:00-07:00,2022-04-09,6,55.27984
30022,2022-04-09 06:00:00-07:00,2022-04-09,7,58.93993
30006,2022-04-09 07:00:00-07:00,2022-04-09,8,42.46967
30014,2022-04-09 08:00:00-07:00,2022-04-09,9,13.56526
30018,2022-04-09 09:00:00-07:00,2022-04-09,10,4.40457
30003,2022-04-09 10:00:00-07:00,2022-04-09,11,3.00012
30008,2022-04-09 11:00:00-07:00,2022-04-09,12,2.47385
30015,2022-04-09 12:00:00-07:00,2022-04-09,13,1.35897
30001,2022-04-09 13:00:00-07:00,2022-04-09,14,0.99233
30013,2022-04-09 14:00:00-07:00,2022-04-09,15,1.85804
30004,2022-04-09 15:00:00-07:00,2022-04-09,16,4.61381
30000,2022-04-09 16:00:00-07:00,2022-04-09,17,12.14969
30023,2022-04-09 17:00:00-07:00,2022-04-09,18,37.74943
30019,2022-04-09 18:00:00-07:00,2022-04-09,19,69.5711
30020,2022-04-09 19:00:00-07:00,2022-04-09,20,88.93094
30009,2022-04-09 20:00:00-07:00,2022-04-09,21,74.15704
30011,2022-04-09 21:00:00-07:00,2022-04-09,22,64.46615
30007,2022-04-09 22:00:00-07:00,2022-04-09,23,58.91068
30012,2022-04-09 23:00:00-07:00,2022-04-09,24,55.47338
30141,2022-04-10 00:00:00-07:00,2022-04-10,1,67.10525
30128,2022-04-10 01:00:00-07:00,2022-04-10,2,59.39927
30123,2022-04-10 02:00:00-07:00,2022-04-10,3,59.3663
30143,2022-04-10 03:00:00-07:00,2022-04-10,4,59.49937
30135,2022-04-10 04:00:00-07:00,2022-04-10,5,62.26431
30127,2022-04-10 05:00:00-07:00,2022-04-10,6,62.29763
30134,2022-04-10 06:00:00-07:00,2022-04-10,7,61.58712
30140,2022-04-10 07:00:00-07:00,2022-04-10,8,44.33365
30138,2022-04-10 08:00:00-07:00,2022-04-10,9,12.05683
30133,2022-04-10 09:00:00-07:00,2022-04-10,10,4.05841
30137,2022-04-10 10:00:00-07:00,2022-04-10,11,2.98138
30132,2022-04-10 11:00:00-07:00,2022-04-10,12,3.11316
30131,2022-04-10 12:00:00-07:00,2022-04-10,13,2.83485
30125,2022-04-10 13:00:00-07:00,2022-04-10,14,2.43054
30130,2022-04-10 14:00:00-07:00,2022-04-10,15,2.68604
30124,2022-04-10 15:00:00-07:00,2022-04-10,16,3.24486
30136,2022-04-10 16:00:00-07:00,2022-04-10,17,4.15905
30120,2022-04-10 17:00:00-07:00,2022-04-10,18,28.86614
30121,2022-04-10 18:00:00-07:00,2022-04-10,19,73.98398
30139,2022-04-10 19:00:00-07:00,2022-04-10,20,99.94762
30129,2022-04-10 20:00:00-07:00,2022-04-10,21,87.16412
30142,2022-04-10 21:00:00-07:00,2022-04-10,22,76.62115
30126,2022-04-10 22:00:00-07:00,2022-04-10,23,71.25587
30122,2022-04-10 23:00:00-07:00,2022-04-10,24,65.77917
30246,2022-04-11 00:00:00-07:00,2022-04-11,1,57.36298
30253,2022-04-11 01:00:00-07:00,2022-04-11,2,55.42284
30252,2022-04-11 02:00:00-07:00,2022-04-11,3,53.96596
30244,2022-04-11 03:00:00-07:00,2022-04-11,4,50.8166
30243,2022-04-11 04:00:00-07:00,2022-04-11,5,54.2131
30256,2022-04-11 05:00:00-07:00,2022-04-11,6,67.56775
30242,2022-04-11 06:00:00-07:00,2022-04-11,7,85.53595
30262,2022-04-11 07:00:00-07:00,2022-04-11,8,68.35091
30261,2022-04-11 08:00:00-07:00,2022-04-11,9,33.17904
30245,2022-04-11 09:00:00-07:00,2022-04-11,10,24.44912
30250,2022-04-11 10:00:00-07:00,2022-04-11,11,21.10589
30260,2022-04-11 11:00:00-07:00,2022-04-11,12,19.03003
30241,2022-04-11 12:00:00-07:00,2022-04-11,13,17.34
30254,2022-04-11 13:00:00-07:00,2022-04-11,14,17.66908
30248,2022-04-11 14:00:00-07:00,2022-04-11,15,18.32121
30263,2022-04-11 15:00:00-07:00,2022-04-11,16,23.73071
30259,2022-04-11 16:00:00-07:00,2022-04-11,17,32.96453
30258,2022-04-11 17:00:00-07:00,2022-04-11,18,53.01473
30257,2022-04-11 18:00:00-07:00,2022-04-11,19,81.96593
30249,2022-04-11 19:00:00-07:00,2022-04-11,20,98.37525
30247,2022-04-11 20:00:00-07:00,2022-04-11,21,91.4066
30240,2022-04-11 21:00:00-07:00,2022-04-11,22,82.85591
30255,2022-04-11 22:00:00-07:00,2022-04-11,23,70.64941
30251,2022-04-11 23:00:00-07:00,2022-04-11,24,64.7029
30371,2022-04-12 00:00:00-07:00,2022-04-12,1,67.72359
30364,2022-04-12 01:00:00-07:00,2022-04-12,2,61.70182
30377,2022-04-12 02:00:00-07:00,2022-04-12,3,60.69604
30369,2022-04-12 03:00:00-07:00,2022-04-12,4,60.61125
30376,2022-04-12 04:00:00-07:00,2022-04-12,5,64.63387
30375,2022-04-12 05:00:00-07:00,2022-04-12,6,76.91352
30374,2022-04-12 06:00:00-07:00,2022-04-12,7,103.05355
30365,2022-04-12 07:00:00-07:00,2022-04-12,8,77.91
30373,2022-04-12 08:00:00-07:00,2022-04-12,9,32.88913
30372,2022-04-12 09:00:00-07:00,2022-04-12,10,15.73167
30383,2022-04-12 10:00:00-07:00,2022-04-12,11,9.46042
30379,2022-04-12 11:00:00-07:00,2022-04-12,12,9.09907
30362,2022-04-12 12:00:00-07:00,2022-04-12,13,7.99369
30378,2022-04-12 13:00:00-07:00,2022-04-12,14,7.11581
30382,2022-04-12 14:00:00-07:00,2022-04-12,15,7.15998
30361,2022-04-12 15:00:00-07:00,2022-04-12,16,7.27764
30381,2022-04-12 16:00:00-07:00,2022-04-12,17,10.42892
30360,2022-04-12 17:00:00-07:00,2022-04-12,18,32.87424
30370,2022-04-12 18:00:00-07:00,2022-04-12,19,82.29508
30368,2022-04-12 19:00:00-07:00,2022-04-12,20,111.1672
30380,2022-04-12 20:00:00-07:00,2022-04-12,21,104.93436
30367,2022-04-12 21:00:00-07:00,2022-04-12,22,93.92953
30363,2022-04-12 22:00:00-07:00,2022-04-12,23,80.92831
30366,2022-04-12 23:00:00-07:00,2022-04-12,24,71.61822
30481,2022-04-13 00:00:00-07:00,2022-04-13,1,83.25922
30491,2022-04-13 01:00:00-07:00,2022-04-13,2,76.99
30480,2022-04-13 02:00:00-07:00,2022-04-13,3,76.43155
30493,2022-04-13 03:00:00-07:00,2022-04-13,4,78.273
30497,2022-04-13 04:00:00-07:00,2022-04-13,5,84.21398
30489,2022-04-13 05:00:00-07:00,2022-04-13,6,96.07084
30503,2022-04-13 06:00:00-07:00,2022-04-13,7,119.58251
30486,2022-04-13 07:00:00-07:00,2022-04-13,8,88.63333
30496,2022-04-13 08:00:00-07:00,2022-04-13,9,43.85303
30484,2022-04-13 09:00:00-07:00,2022-04-13,10,22.7185
30498,2022-04-13 10:00:00-07:00,2022-04-13,11,17.44905
30487,2022-04-13 11:00:00-07:00,2022-04-13,12,14.68796
30499,2022-04-13 12:00:00-07:00,2022-04-13,13,14.3292
30500,2022-04-13 13:00:00-07:00,2022-04-13,14,13.78205
30501,2022-04-13 14:00:00-07:00,2022-04-13,15,13.18035
30502,2022-04-13 15:00:00-07:00,2022-04-13,16,16.9308
30485,2022-04-13 16:00:00-07:00,2022-04-13,17,23.19466
30492,2022-04-13 17:00:00-07:00,2022-04-13,18,47.42551
30490,2022-04-13 18:00:00-07:00,2022-04-13,19,85.04991
30488,2022-04-13 19:00:00-07:00,2022-04-13,20,120.10847
30494,2022-04-13 20:00:00-07:00,2022-04-13,21,120.74889
30482,2022-04-13 21:00:00-07:00,2022-04-13,22,102.37567
30483,2022-04-13 22:00:00-07:00,2022-04-13,23,84.45138
30495,2022-04-13 23:00:00-07:00,2022-04-13,24,78.19895
30610,2022-04-14 00:00:00-07:00,2022-04-14,1,82.78332
30618,2022-04-14 01:00:00-07:00,2022-04-14,2,75.58164
30607,2022-04-14 02:00:00-07:00,2022-04-14,3,74.07044
30600,2022-04-14 03:00:00-07:00,2022-04-14,4,70.65436
30623,2022-04-14 04:00:00-07:00,2022-04-14,5,77.26109
30621,2022-04-14 05:00:00-07:00,2022-04-14,6,83.70842
30602,2022-04-14 06:00:00-07:00,2022-04-14,7,108.15165
30603,2022-04-14 07:00:00-07:00,2022-04-14,8,87.0154
30611,2022-04-14 08:00:00-07:00,2022-04-14,9,60.90211
30622,2022-04-14 09:00:00-07:00,2022-04-14,10,47.35559
30619,2022-04-14 10:00:00-07:00,2022-04-14,11,35.43196
30609,2022-04-14 11:00:00-07:00,2022-04-14,12,31.87479
30601,2022-04-14 12:00:00-07:00,2022-04-14,13,32.23033
30612,2022-04-14 13:00:00-07:00,2022-04-14,14,29.55726
30617,2022-04-14 14:00:00-07:00,2022-04-14,15,31.71858
30613,2022-04-14 15:00:00-07:00,2022-04-14,16,34.05657
30620,2022-04-14 16:00:00-07:00,2022-04-14,17,42.72169
30604,2022-04-14 17:00:00-07:00,2022-04-14,18,58.90949
30605,2022-04-14 18:00:00-07:00,2022-04-14,19,84.71146
30606,2022-04-14 19:00:00-07:00,2022-04-14,20,109.41983
30614,2022-04-14 20:00:00-07:00,2022-04-14,21,110.45353
30615,2022-04-14 21:00:00-07:00,2022-04-14,22,100.06265
30608,2022-04-14 22:00:00-07:00,2022-04-14,23,83.88434
30616,2022-04-14 23:00:00-07:00,2022-04-14,24,80.41878
30727,2022-04-15 00:00:00-07:00,2022-04-15,1,79.20424
30740,2022-04-15 01:00:00-07:00,2022-04-15,2,72.52856
30735,2022-04-15 02:00:00-07:00,2022-04-15,3,69.71983
30741,2022-04-15 03:00:00-07:00,2022-04-15,4,72.40647
30723,2022-04-15 04:00:00-07:00,2022-04-15,5,79.61384
30736,2022-04-15 05:00:00-07:00,2022-04-15,6,91.51314
30742,2022-04-15 06:00:00-07:00,2022-04-15,7,113.06346
30731,2022-04-15 07:00:00-07:00,2022-04-15,8,74.34474
30732,2022-04-15 08:00:00-07:00,2022-04-15,9,54.65916
30729,2022-04-15 09:00:00-07:00,2022-04-15,10,33.43435
30737,2022-04-15 10:00:00-07:00,2022-04-15,11,24.9317
30730,2022-04-15 11:00:00-07:00,2022-04-15,12,21.63742
30725,2022-04-15 12:00:00-07:00,2022-04-15,13,22.51968
30738,2022-04-15 13:00:00-07:00,2022-04-15,14,16.86785
30726,2022-04-15 14:00:00-07:00,2022-04-15,15,17.1376
30733,2022-04-15 15:00:00-07:00,2022-04-15,16,21.27083
30722,2022-04-15 16:00:00-07:00,2022-04-15,17,30.0
30739,2022-04-15 17:00:00-07:00,2022-04-15,18,56.46191
30734,2022-04-15 18:00:00-07:00,2022-04-15,19,99.53611
30721,2022-04-15 19:00:00-07:00,2022-04-15,20,117.35774
30728,2022-04-15 20:00:00-07:00,2022-04-15,21,117.79842
30720,2022-04-15 21:00:00-07:00,2022-04-15,22,111.55383
30743,2022-04-15 22:00:00-07:00,2022-04-15,23,95.53126
30724,2022-04-15 23:00:00-07:00,2022-04-15,24,91.74097
30861,2022-04-16 00:00:00-07:00,2022-04-16,1,80.62874
30847,2022-04-16 01:00:00-07:00,2022-04-16,2,74.65569
30848,2022-04-16 02:00:00-07:00,2022-04-16,3,68.27247
30858,2022-04-16 03:00:00-07:00,2022-04-16,4,64.69772
30844,2022-04-16 04:00:00-07:00,2022-04-16,5,71.14866
30854,2022-04-16 05:00:00-07:00,2022-04-16,6,69.08144
30852,2022-04-16 06:00:00-07:00,2022-04-16,7,77.91714
30842,2022-04-16 07:00:00-07:00,2022-04-16,8,50.98785
30845,2022-04-16 08:00:00-07:00,2022-04-16,9,21.93028
30860,2022-04-16 09:00:00-07:00,2022-04-16,10,8.47837
30855,2022-04-16 10:00:00-07:00,2022-04-16,11,7.33849
30850,2022-04-16 11:00:00-07:00,2022-04-16,12,5.11452
30853,2022-04-16 12:00:00-07:00,2022-04-16,13,2.76981
30843,2022-04-16 13:00:00-07:00,2022-04-16,14,1.37647
30846,2022-04-16 14:00:00-07:00,2022-04-16,15,1.3702
30856,2022-04-16 15:00:00-07:00,2022-04-16,16,1.84566
30857,2022-04-16 16:00:00-07:00,2022-04-16,17,3.52479
30840,2022-04-16 17:00:00-07:00,2022-04-16,18,32.06662
30862,2022-04-16 18:00:00-07:00,2022-04-16,19,77.72994
30841,2022-04-16 19:00:00-07:00,2022-04-16,20,95.05193
30863,2022-04-16 20:00:00-07:00,2022-04-16,21,94.65655
30859,2022-04-16 21:00:00-07:00,2022-04-16,22,90.88035
30849,2022-04-16 22:00:00-07:00,2022-04-16,23,78.55226
30851,2022-04-16 23:00:00-07:00,2022-04-16,24,76.43095
30961,2022-04-17 00:00:00-07:00,2022-04-17,1,66.82262
30981,2022-04-17 01:00:00-07:00,2022-04-17,2,63.99672
30969,2022-04-17 02:00:00-07:00,2022-04-17,3,66.03898
30967,2022-04-17 03:00:00-07:00,2022-04-17,4,65.01507
30964,2022-04-17 04:00:00-07:00,2022-04-17,5,68.31094
30977,2022-04-17 05:00:00-07:00,2022-04-17,6,67.81901
30970,2022-04-17 06:00:00-07:00,2022-04-17,7,68.04954
30976,2022-04-17 07:00:00-07:00,2022-04-17,8,48.9445
30973,2022-04-17 08:00:00-07:00,2022-04-17,9,8.45
30968,2022-04-17 09:00:00-07:00,2022-04-17,10,3.03934
30971,2022-04-17 10:00:00-07:00,2022-04-17,11,1.55197
30982,2022-04-17 11:00:00-07:00,2022-04-17,12,1.32631
30983,2022-04-17 12:00:00-07:00,2022-04-17,13,1.10949
30966,2022-04-17 13:00:00-07:00,2022-04-17,14,0.85425
30965,2022-04-17 14:00:00-07:00,2022-04-17,15,0.86095
30980,2022-04-17 15:00:00-07:00,2022-04-17,16,1.59684
30978,2022-04-17 16:00:00-07:00,2022-04-17,17,5.15808
30975,2022-04-17 17:00:00-07:00,2022-04-17,18,28.86426
30974,2022-04-17 18:00:00-07:00,2022-04-17,19,78.67254
30963,2022-04-17 19:00:00-07:00,2022-04-17,20,103.49189
30972,2022-04-17 20:00:00-07:00,2022-04-17,21,99.02956
30979,2022-04-17 21:00:00-07:00,2022-04-17,22,87.40598
30962,2022-04-17 22:00:00-07:00,2022-04-17,23,77.95011
30960,2022-04-17 23:00:00-07:00,2022-04-17,24,72.05354
31102,2022-04-18 00:00:00-07:00,2022-04-18,1,73.33112
31095,2022-04-18 01:00:00-07:00,2022-04-18,2,68.37475
31101,2022-04-18 02:00:00-07:00,2022-04-18,3,68.10887
31094,2022-04-18 03:00:00-07:00,2022-04-18,4,67.51866
31093,2022-04-18 04:00:00-07:00,2022-04-18,5,74.98479
31089,2022-04-18 05:00:00-07:00,2022-04-18,6,83.11439
31097,2022-04-18 06:00:00-07:00,2022-04-18,7,104.74377
31099,2022-04-18 07:00:00-07:00,2022-04-18,8,69.28002
31098,2022-04-18 08:00:00-07:00,2022-04-18,9,45.05056
31086,2022-04-18 09:00:00-07:00,2022-04-18,10,34.10708
31085,2022-04-18 10:00:00-07:00,2022-04-18,11,30.72689
31084,2022-04-18 11:00:00-07:00,2022-04-18,12,28.97027
31082,2022-04-18 12:00:00-07:00,2022-04-18,13,22.96343
31092,2022-04-18 13:00:00-07:00,2022-04-18,14,23.35962
31080,2022-04-18 14:00:00-07:00,2022-04-18,15,29.73381
31083,2022-04-18 15:00:00-07:00,2022-04-18,16,38.18586
31090,2022-04-18 16:00:00-07:00,2022-04-18,17,44.07756
31103,2022-04-18 17:00:00-07:00,2022-04-18,18,65.01776
31088,2022-04-18 18:00:00-07:00,2022-04-18,19,96.7212
31087,2022-04-18 19:00:00-07:00,2022-04-18,20,127.73751
31081,2022-04-18 20:00:00-07:00,2022-04-18,21,115.5639
31091,2022-04-18 21:00:00-07:00,2022-04-18,22,107.03811
31096,2022-04-18 22:00:00-07:00,2022-04-18,23,85.98925
31100,2022-04-18 23:00:00-07:00,2022-04-18,24,75.84478
31216,2022-04-19 00:00:00-07:00,2022-04-19,1,66.64684
31211,2022-04-19 01:00:00-07:00,2022-04-19,2,66.39601
31221,2022-04-19 02:00:00-07:00,2022-04-19,3,66.06035
31200,2022-04-19 03:00:00-07:00,2022-04-19,4,66.38699
31214,2022-04-19 04:00:00-07:00,2022-04-19,5,67.81495
31213,2022-04-19 05:00:00-07:00,2022-04-19,6,75.70842
31218,2022-04-19 06:00:00-07:00,2022-04-19,7,91.76964
31205,2022-04-19 07:00:00-07:00,2022-04-19,8,66.247
31209,2022-04-19 08:00:00-07:00,2022-04-19,9,52.48671
31207,2022-04-19 09:00:00-07:00,2022-04-19,10,30.7616
31223,2022-04-19 10:00:00-07:00,2022-04-19,11,23.13296
31204,2022-04-19 11:00:00-07:00,2022-04-19,12,16.67493
31217,2022-04-19 12:00:00-07:00,2022-04-19,13,15.86365
31202,2022-04-19 13:00:00-07:00,2022-04-19,14,15.08149
31201,2022-04-19 14:00:00-07:00,2022-04-19,15,15.42977
31210,2022-04-19 15:00:00-07:00,2022-04-19,16,22.57156
31203,2022-04-19 16:00:00-07:00,2022-04-19,17,40.12906
31208,2022-04-19 17:00:00-07:00,2022-04-19,18,58.23178
31222,2022-04-19 18:00:00-07:00,2022-04-19,19,90.99012
31220,2022-04-19 19:00:00-07:00,2022-04-19,20,123.66074
31206,2022-04-19 20:00:00-07:00,2022-04-19,21,108.99484
31212,2022-04-19 21:00:00-07:00,2022-04-19,22,101.17716
31215,2022-04-19 22:00:00-07:00,2022-04-19,23,78.24945
31219,2022-04-19 23:00:00-07:00,2022-04-19,24,75.02136
31324,2022-04-20 00:00:00-07:00,2022-04-20,1,71.98212
31341,2022-04-20 01:00:00-07:00,2022-04-20,2,66.45263
31339,2022-04-20 02:00:00-07:00,2022-04-20,3,63.80426
31335,2022-04-20 03:00:00-07:00,2022-04-20,4,64.14971
31321,2022-04-20 04:00:00-07:00,2022-04-20,5,69.7145
31329,2022-04-20 05:00:00-07:00,2022-04-20,6,80.90591
31326,2022-04-20 06:00:00-07:00,2022-04-20,7,96.00284
31332,2022-04-20 07:00:00-07:00,2022-04-20,8,63.05181
31325,2022-04-20 08:00:00-07:00,2022-04-20,9,48.17014
31330,2022-04-20 09:00:00-07:00,2022-04-20,10,30.15539
31327,2022-04-20 10:00:00-07:00,2022-04-20,11,22.04858
31338,2022-04-20 11:00:00-07:00,2022-04-20,12,22.55038
31343,2022-04-20 12:00:00-07:00,2022-04-20,13,21.48353
31336,2022-04-20 13:00:00-07:00,2022-04-20,14,20.85207
31322,2022-04-20 14:00:00-07:00,2022-04-20,15,17.40255
31320,2022-04-20 15:00:00-07:00,2022-04-20,16,27.25104
