datetime,inflow
11/13/1963,4547.82083
11/14/1963,4675.87916
11/15/1963,5112.4875
11/16/1963,4377.83334
11/17/1963,6077.4625
11/18/1963,6209.05
11/19/1963,4649.15833
11/20/1963,4658.23333
11/21/1963,4778.225
11/22/1963,5192.65
11/23/1963,4352.70833
11/24/1963,5480.52916
11/25/1963,4564.9625
11/26/1963,4880.57083
11/27/1963,4496.9
11/28/1963,5296.50833
11/29/1963,4852.84166
11/30/1963,4524.125
12/1/1963,4667.30833
12/2/1963,4399.5125
12/3/1963,4614.20417
12/4/1963,4244.0625
12/5/1963,4491.10417
12/6/1963,3663.76667
12/7/1963,4028.78334
12/8/1963,4206.75417
12/9/1963,3781.74167
12/10/1963,3984.92084
12/11/1963,3252.36667
12/12/1963,3044.14584
12/13/1963,3319.42084
12/14/1963,3350.175
12/15/1963,3265.97917
12/16/1963,3129.35
12/17/1963,2346.88334
12/18/1963,2979.19167
12/19/1963,3355.3
12/20/1963,4385.3125
12/21/1963,3791.90834
12/22/1963,4455.39167
12/23/1963,4810.74584
12/24/1963,4251.12084
12/25/1963,4663.025
12/26/1963,4753.27084
12/27/1963,5169.7125
12/28/1963,4738.93298
12/29/1963,4415.9313
12/30/1963,4586.5088
12/31/1963,4545.84068
1/1/1964,4532.17057
1/2/1964,4415.75701
1/3/1964,4501.51428
1/4/1964,4540.38405
1/5/1964,4453.21222
1/6/1964,4551.06949
1/7/1964,4413.48093
1/8/1964,4382.27154
1/9/1964,3626.97103
1/10/1964,4387.80749
1/11/1964,4286.01476
1/12/1964,3294.84759
1/13/1964,3300.41787
1/14/1964,3350.85902
1/15/1964,2707.54236
1/16/1964,3244.50435
1/17/1964,3142.18296
1/18/1964,3224.38662
1/19/1964,3376.6694
1/20/1964,3555.67308
1/21/1964,4347.26369
1/22/1964,4567.12929
1/23/1964,4633.22411
1/24/1964,4812.67305
1/25/1964,4929.18451
1/26/1964,4714.96261
1/27/1964,5283.23187
1/28/1964,4363.68081
1/29/1964,4486.58809
1/30/1964,4679.24593
1/31/1964,5218.79959
2/1/1964,4393.31644
2/2/1964,4397.85394
2/3/1964,4373.48727
2/4/1964,4348.44977
2/5/1964,3641.07605
2/6/1964,4384.21771
2/7/1964,4365.56355
2/8/1964,4269.43438
2/9/1964,4320.52188
2/10/1964,3574.32731
2/11/1964,4301.83981
2/12/1964,4306.37731
2/13/1964,4399.64814
2/14/1964,4375.95231
2/15/1964,4531.23564
2/16/1964,4445.02314
2/17/1964,5241.63438
2/18/1964,4454.12605
2/19/1964,4654.61772
2/20/1964,4641.00522
2/21/1964,4666.71772
2/22/1964,4628.90522
2/23/1964,4554.79272
2/24/1964,5237.12477
2/25/1964,4414.82894
2/26/1964,5204.71928
2/27/1964,4491.91511
2/28/1964,5222.81799
2/29/1964,4400.35549
3/1/1964,4222.36065
3/2/1964,4187.73982
3/3/1964,4270.92732
3/4/1964,4287.06066
3/5/1964,4348.06482
3/6/1964,4403.35649
3/7/1964,4355.96482
3/8/1964,4414.61482
3/9/1964,4380.33149
3/10/1964,5044.19743
3/11/1964,4289.9641
3/12/1964,4289.9641
3/13/1964,4200.55993
3/14/1964,4232.8266
3/15/1964,4166.2766
3/16/1964,4292.82243
3/17/1964,4323.07243
3/18/1964,4260.55577
3/19/1964,4362.9016
3/20/1964,4445.08077
3/21/1964,4507.09327
3/22/1964,4485.4141
3/23/1964,4487.43077
3/24/1964,4470.2891
3/25/1964,4514.65577
3/26/1964,5867.75576
3/27/1964,6873.70368
3/28/1964,4654.50206
3/29/1964,6200.5949
3/30/1964,4737.73077
3/31/1964,4527.17498
4/1/1964,4175.77511
4/2/1964,5181.33482
4/3/1964,5731.79884
4/4/1964,4199.69221
4/5/1964,4541.82302
4/6/1964,9623.82302
4/7/1964,8110.66817
4/8/1964,6647.77911
4/9/1964,7461.78232
4/10/1964,8634.39858
4/11/1964,4256.1919
4/12/1964,6877.96163
4/13/1964,6057.3811
4/14/1964,5988.00871
4/15/1964,6028.54484
4/16/1964,4780.60926
4/17/1964,5036.98666
4/18/1964,5427.5269
4/19/1964,6574.78414
4/20/1964,7202.42054
4/21/1964,7657.96106
4/22/1964,8141.81037
4/23/1964,7879.99719
4/24/1964,7780.02151
4/25/1964,7273.61208
4/26/1964,8262.63634
4/27/1964,10585.2693
4/28/1964,12365.1337
4/29/1964,9007.58956
4/30/1964,8229.53714
5/1/1964,6929.00694
5/2/1964,5515.2677
5/3/1964,9023.747
5/4/1964,9000.58476
5/5/1964,10534.0661
5/6/1964,10256.5412
5/7/1964,9503.80363
5/8/1964,8603.58935
5/9/1964,8825.16652
5/10/1964,9664.93748
5/11/1964,7655.61035
5/12/1964,7470.18305
5/13/1964,7250.11826
5/14/1964,6786.793
5/15/1964,7956.96987
5/16/1964,9323.2697
5/17/1964,9937.77157
5/18/1964,14809.3795
5/19/1964,20165.7496
5/20/1964,25290.1162
5/21/1964,30987.5569
5/22/1964,36591.1415
5/23/1964,40855.2418
5/24/1964,47061.8998
5/25/1964,47939.2631
5/26/1964,49600.6055
5/27/1964,49960.8537
5/28/1964,50765.4897
5/29/1964,52184.8715
5/30/1964,51183.2014
5/31/1964,46682.8804
6/1/1964,41117.4438
6/2/1964,36698.1153
6/3/1964,32354.6335
6/4/1964,30268.2501
6/5/1964,26952.2569
6/6/1964,25174.1667
6/7/1964,25173.3474
6/8/1964,25716.0198
6/9/1964,27097.7348
6/10/1964,31172.3972
6/11/1964,37076.5089
6/12/1964,33728.4914
6/13/1964,30824.0881
6/14/1964,33210.5659
6/15/1964,33238.0011
6/16/1964,30677.7157
6/17/1964,28408.9475
6/18/1964,28293.1997
6/19/1964,28613.5931
6/20/1964,27971.0561
6/21/1964,28518.9098
6/22/1964,26361.9754
6/23/1964,23166.7506
6/24/1964,23048.2588
6/25/1964,22113.8623
6/26/1964,20107.8661
6/27/1964,18724.7727
6/28/1964,18989.9108
6/29/1964,19418.9577
6/30/1964,19413.4689
7/1/1964,20509.4271
7/2/1964,20857.1579
7/3/1964,20470.1094
7/4/1964,19208.6382
7/5/1964,19247.454
7/6/1964,18442.7266
7/7/1964,17281.2814
7/8/1964,16168.8139
7/9/1964,14675.4814
7/10/1964,13450.039
7/11/1964,12828.1709
7/12/1964,12307.5776
7/13/1964,12048.1121
7/14/1964,11805.0444
7/15/1964,12335.2386
7/16/1964,11293.901
7/17/1964,10581.0382
7/18/1964,10077.9605
7/19/1964,9389.10366
7/20/1964,10316.1151
7/21/1964,10558.8382
7/22/1964,10030.8247
7/23/1964,8294.03157
7/24/1964,8288.25575
7/25/1964,7827.15246
7/26/1964,7574.4777
7/27/1964,7747.48701
7/28/1964,9418.76355
7/29/1964,9522.48922
7/30/1964,8519.35592
7/31/1964,8345.32678
8/1/1964,8588.42959
8/2/1964,10776.388
8/3/1964,15876.0914
8/4/1964,16804.8248
8/5/1964,15940.3366
8/6/1964,12003.1032
8/7/1964,11679.0723
8/8/1964,10083.8757
8/9/1964,9283.08574
8/10/1964,8317.28572
8/11/1964,7317.09354
8/12/1964,7370.70546
8/13/1964,7343.6506
8/14/1964,12607.7387
8/15/1964,17157.0659
8/16/1964,12792.2028
8/17/1964,7570.60279
8/18/1964,10652.3993
8/19/1964,7992.19811
8/20/1964,7884.09278
8/21/1964,7422.78028
8/22/1964,6954.31294
8/23/1964,6738.40106
8/24/1964,6395.65701
8/25/1964,5902.85462
8/26/1964,5150.95812
8/27/1964,5352.65696
8/28/1964,5959.39867
8/29/1964,4569.31467
8/30/1964,4865.89501
8/31/1964,5224.75339
9/1/1964,3955.09572
9/2/1964,3609.5686
9/3/1964,3241.23943
9/4/1964,3891.44648
9/5/1964,3979.52148
9/6/1964,3784.0452
9/7/1964,3546.55653
9/8/1964,3512.31903
9/9/1964,3905.41903
9/10/1964,4474.4857
9/11/1964,4378.0327
9/12/1964,4459.99232
9/13/1964,3618.85653
9/14/1964,3806.87437
9/15/1964,3873.01571
9/16/1964,4177.77821
9/17/1964,4176.97533
9/18/1964,5058.50866
9/19/1964,4793.11571
9/20/1964,4499.32404
9/21/1964,13998.5041
9/22/1964,5967.22517
9/23/1964,6430.41239
9/24/1964,7721.15927
9/25/1964,6555.64617
9/26/1964,6605.4826
9/27/1964,6873.22692
9/28/1964,7716.8651
9/29/1964,6252.7526
9/30/1964,6462.59876
10/1/1964,6688.00587
10/2/1964,6293.51072
10/3/1964,6601.46947
10/4/1964,6195.53806
10/5/1964,6301.36791
10/6/1964,6454.5936
10/7/1964,6582.30507
10/8/1964,6039.8205
10/9/1964,6395.68572
10/10/1964,5827.9517
10/11/1964,4497.41791
10/12/1964,5569.1884
10/13/1964,5127.0759
10/14/1964,5119.07624
10/15/1964,5407.30923
10/16/1964,4816.43144
10/17/1964,6078.47433
10/18/1964,5307.11982
10/19/1964,5158.88683
10/20/1964,5733.34822
10/21/1964,5633.1517
10/22/1964,5749.98885
10/23/1964,5981.02983
10/24/1964,6109.15789
10/25/1964,5788.20303
10/26/1964,5830.93151
10/27/1964,5380.34053
10/28/1964,6399.02623
10/29/1964,5619.23075
10/30/1964,6885.21384
10/31/1964,5401.02669
11/1/1964,6016.63522
11/2/1964,5814.75761
11/3/1964,5750.41524
11/4/1964,5800.40927
11/5/1964,6989.83953
11/6/1964,6105.3944
11/7/1964,6867.25443
11/8/1964,6415.26251
11/9/1964,5617.40031
11/10/1964,7750.82432
11/11/1964,5584.82368
11/12/1964,5221.59983
11/13/1964,6149.94124
11/14/1964,6169.77804
11/15/1964,7325.68206
11/16/1964,5445.19485
11/17/1964,6282.76576
11/18/1964,6852.41421
11/19/1964,7598.34669
11/20/1964,7619.54161
11/21/1964,7776.53659
11/22/1964,7759.91908
11/23/1964,7380.76576
11/24/1964,7463.31406
11/25/1964,7243.6724
11/26/1964,6632.77671
11/27/1964,7531.99994
11/28/1964,6661.13172
11/29/1964,7780.72741
11/30/1964,7331.03073
12/1/1964,7337.06784
12/2/1964,7866.53555
12/3/1964,7897.1253
12/4/1964,7056.15984
12/5/1964,7601.21039
12/6/1964,7640.58136
12/7/1964,7364.56349
12/8/1964,7419.69266
12/9/1964,7464.59436
12/10/1964,7014.37353
12/11/1964,6073.23901
12/12/1964,8438.85516
12/13/1964,6279.57601
12/14/1964,7550.46938
12/15/1964,6690.53676
12/16/1964,7141.61297
12/17/1964,5752.8918
12/18/1964,4212.17702
12/19/1964,3959.37634
12/20/1964,3807.73937
12/21/1964,5034.20916
12/22/1964,6800.51278
12/23/1964,8784.02807
12/24/1964,7973.54337
12/25/1964,10308.9555
12/26/1964,10084.4272
12/27/1964,10721.9779
12/28/1964,13065.851
12/29/1964,12891.5051
12/30/1964,11982.3583
12/31/1964,11770.2821
1/1/1965,10011.339
1/2/1965,9636.75369
1/3/1965,8102.78245
1/4/1965,7493.81154
1/5/1965,6945.27779
1/6/1965,7473.38592
1/7/1965,7686.2355
1/8/1965,9114.32401
1/9/1965,10011.2469
1/10/1965,11131.694
1/11/1965,10513.0973
1/12/1965,11173.2006
1/13/1965,9903.78393
1/14/1965,10086.5881
1/15/1965,9395.76706
1/16/1965,9881.93283
1/17/1965,9897.40893
1/18/1965,9832.2995
1/19/1965,9708.47122
1/20/1965,9264.69909
1/21/1965,9576.13393
1/22/1965,8059.75893
1/23/1965,9926.71726
1/24/1965,9456.30873
1/25/1965,9264.35523
1/26/1965,9818.91765
1/27/1965,9592.50495
1/28/1965,10016.9977
1/29/1965,9472.66306
1/30/1965,9584.23063
1/31/1965,8922.38854
2/1/1965,10016.3345
2/2/1965,9448.63102
2/3/1965,10855.0866
2/4/1965,11660.5312
2/5/1965,11930.0487
2/6/1965,10885.1612
2/7/1965,11456.2625
2/8/1965,10383.676
2/9/1965,10650.2142
2/10/1965,11505.1908
2/11/1965,10328.5071
2/12/1965,10978.4273
2/13/1965,10540.6824
2/14/1965,10735.8545
2/15/1965,9900.79882
2/16/1965,9157.95211
2/17/1965,8444.4841
2/18/1965,8945.60786
2/19/1965,8944.72191
2/20/1965,8807.64881
2/21/1965,9200.52573
2/22/1965,9994.94758
2/23/1965,10832.131
2/24/1965,8884.3333
2/25/1965,10907.3663
2/26/1965,10411.7372
2/27/1965,10005.9834
2/28/1965,10670.309
3/1/1965,9406.99354
3/2/1965,9493.52958
3/3/1965,10340.1169
3/4/1965,9996.23605
3/5/1965,9318.99432
3/6/1965,9452.99315
3/7/1965,8361.35576
3/8/1965,8106.83225
3/9/1965,8309.48487
3/10/1965,9011.95873
3/11/1965,8153.04777
3/12/1965,8984.9102
3/13/1965,8801.37424
3/14/1965,8449.38819
3/15/1965,8698.25773
3/16/1965,5649.92243
3/17/1965,10507.7883
3/18/1965,12603.4284
3/19/1965,9542.32579
3/20/1965,9521.77156
3/21/1965,9415.97459
3/22/1965,9165.77608
3/23/1965,8586.12609
3/24/1965,9378.5149
3/25/1965,8979.41777
3/26/1965,10530.6694
3/27/1965,11828.5084
3/28/1965,11661.446
3/29/1965,10152.1128
3/30/1965,9991.17685
3/31/1965,10174.7768
4/1/1965,11033.2618
4/2/1965,10438.849
4/3/1965,12284.3259
4/4/1965,13287.9573
4/5/1965,15390.5564
4/6/1965,16127.4282
4/7/1965,17780.2939
4/8/1965,14478.0818
4/9/1965,14333.994
4/10/1965,11444.3808
4/11/1965,12990.1405
4/12/1965,14935.8895
4/13/1965,13994.7232
4/14/1965,12722.5026
4/15/1965,12768.8739
4/16/1965,12503.0959
4/17/1965,12707.2443
4/18/1965,13847.6748
4/19/1965,13719.9299
4/20/1965,15784.6331
4/21/1965,19509.922
4/22/1965,19885.6
4/23/1965,27251.3912
4/24/1965,31673.4573
4/25/1965,33942.1079
4/26/1965,36521.4367
4/27/1965,36307.2655
4/28/1965,36897.5005
4/29/1965,33923.3007
4/30/1965,30856.3275
5/1/1965,28494.3758
5/2/1965,28052.1897
5/3/1965,28632.7004
5/4/1965,36840.1827
5/5/1965,42854.6242
5/6/1965,39166.404
5/7/1965,39598.3584
5/8/1965,39146.4465
5/9/1965,36445.5888
5/10/1965,33888.0921
5/11/1965,29702.8754
5/12/1965,28552.1796
5/13/1965,25683.9507
5/14/1965,24336.8379
5/15/1965,25580.9902
5/16/1965,26386.5253
5/17/1965,29977.3851
5/18/1965,28937.2595
5/19/1965,29707.5892
5/20/1965,34136.6296
5/21/1965,38398.807
5/22/1965,42469.4649
5/23/1965,48346.9402
5/24/1965,55224.0711
5/25/1965,61668.3385
5/26/1965,58274.2436
5/27/1965,55112.2653
5/28/1965,51481.1053
5/29/1965,46446.9928
5/30/1965,42256.343
5/31/1965,36163.776
6/1/1965,36368.6435
6/2/1965,33210.4892
6/3/1965,34304.8453
6/4/1965,36769.1385
6/5/1965,37341.4383
6/6/1965,39726.9979
6/7/1965,43533.6576
6/8/1965,41744.8677
6/9/1965,42123.2692
6/10/1965,45008.8304
6/11/1965,49674.4201
6/12/1965,52927.2433
6/13/1965,57627.6539
6/14/1965,59964.5321
6/15/1965,66957.402
6/16/1965,71420.5139
6/17/1965,72801.0011
6/18/1965,75663.0144
6/19/1965,77540.4357
6/20/1965,75945.1529
6/21/1965,75026.5879
6/22/1965,74408.8101
6/23/1965,74324.5306
6/24/1965,70409.0273
6/25/1965,66139.3728
6/26/1965,63425.6215
6/27/1965,62649.3177
6/28/1965,59694.26
6/29/1965,53935.791
6/30/1965,50448.0257
7/1/1965,49316.8768
7/2/1965,48125.6709
7/3/1965,46487.9068
7/4/1965,45556.4309
7/5/1965,45209.3294
7/6/1965,44556.2954
7/7/1965,43082.2272
7/8/1965,42777.3921
7/9/1965,41210.8039
7/10/1965,40451.2646
7/11/1965,38798.4903
7/12/1965,37019.4396
7/13/1965,35421.8169
7/14/1965,35512.9791
7/15/1965,38712.0857
7/16/1965,35047.7329
7/17/1965,31320.7183
7/18/1965,33237.0913
7/19/1965,28832.2317
7/20/1965,27274.3275
7/21/1965,28551.9408
7/22/1965,28081.39
7/23/1965,27864.2096
7/24/1965,25962.5666
7/25/1965,25387.9648
7/26/1965,28262.6022
7/27/1965,28576.9062
7/28/1965,29114.1949
7/29/1965,29135.3716
7/30/1965,27289.1356
7/31/1965,24192.9475
8/1/1965,23561.3864
8/2/1965,23850.8566
8/3/1965,27598.4302
8/4/1965,33565.9994
8/5/1965,26576.1494
8/6/1965,23453.7365
8/7/1965,21325.5241
8/8/1965,19009.0653
8/9/1965,17395.9959
8/10/1965,16316.8489
8/11/1965,12885.1876
8/12/1965,14060.2851
8/13/1965,12146.3576
8/14/1965,10761.1379
8/15/1965,12173.1137
8/16/1965,11734.1923
8/17/1965,10749.3841
8/18/1965,11597.3595
8/19/1965,12970.3838
8/20/1965,13288.454
8/21/1965,13737.4769
8/22/1965,13193.1155
8/23/1965,13965.2992
8/24/1965,13607.2329
8/25/1965,12823.9318
8/26/1965,12454.0056
8/27/1965,12325.0295
8/28/1965,12130.801
8/29/1965,13673.7795
8/30/1965,10179.5017
8/31/1965,11886.3111
9/1/1965,11509.2575
9/2/1965,10339.8283
9/3/1965,9862.38863
9/4/1965,11308.1069
9/5/1965,11921.9504
9/6/1965,9642.85041
9/7/1965,11862.5248
9/8/1965,10104.1895
9/9/1965,12405.2275
9/10/1965,13358.648
9/11/1965,11863.4473
9/12/1965,12449.8907
9/13/1965,12390.3067
9/14/1965,12101.9325
9/15/1965,10655.5935
9/16/1965,10774.8257
9/17/1965,8559.0228
9/18/1965,10398.1279
9/19/1965,10413.4099
9/20/1965,10902.1398
9/21/1965,15475.3944
9/22/1965,15476.225
9/23/1965,17588.2676
9/24/1965,16278.0818
9/25/1965,15507.8355
9/26/1965,14440.0848
9/27/1965,14599.0718
9/28/1965,14229.8855
9/29/1965,15015.7453
9/30/1965,14415.1258
10/1/1965,14127.5645
10/2/1965,13907.8311
10/3/1965,12786.9089
10/4/1965,11798.3968
10/5/1965,14200.6683
10/6/1965,13920.4088
10/7/1965,13652.4138
10/8/1965,13609.5418
10/9/1965,12545.4864
10/10/1965,11605.5944
10/11/1965,11072.2794
10/12/1965,11057.8865
10/13/1965,10812.8682
10/14/1965,10446.1726
10/15/1965,10949.4957
10/16/1965,13822.2866
10/17/1965,15537.1571
10/18/1965,18143.3524
10/19/1965,18535.3739
10/20/1965,17080.1739
10/21/1965,16285.0819
10/22/1965,14350.7172
10/23/1965,13553.2996
10/24/1965,12934.24
10/25/1965,12897.8484
10/26/1965,12835.0231
10/27/1965,12579.0869
10/28/1965,13201.6147
10/29/1965,12849.2385
10/30/1965,12844.9591
10/31/1965,12243.3453
11/1/1965,11641.9271
11/2/1965,10397.5382
11/3/1965,11157.1335
11/4/1965,11653.5285
11/5/1965,11512.6196
11/6/1965,11179.4482
11/7/1965,11021.5027
11/8/1965,10446.4384
11/9/1965,11067.0044
11/10/1965,10438.5896
11/11/1965,10962.626
11/12/1965,11056.6707
11/13/1965,11620.6685
11/14/1965,9889.12296
11/15/1965,11242.7035
11/16/1965,11571.8421
11/17/1965,10061.566
11/18/1965,9772.61485
11/19/1965,10738.7193
11/20/1965,11474.2288
11/21/1965,12482.2515
11/22/1965,13108.9832
11/23/1965,13447.5691
11/24/1965,14710.6298
11/25/1965,15108.8838
11/26/1965,15970.6299
11/27/1965,17355.9265
11/28/1965,15722.2307
11/29/1965,14687.516
11/30/1965,14694.0232
12/1/1965,13796.9118
12/2/1965,12600.4496
12/3/1965,12138.9099
12/4/1965,11776.1163
12/5/1965,12049.5672
12/6/1965,11904.257
12/7/1965,11591.7311
12/8/1965,11565.4259
12/9/1965,11153.458
12/10/1965,13439.7175
12/11/1965,14525.7469
12/12/1965,13849.9344
12/13/1965,13898.5665
12/14/1965,13515.3713
12/15/1965,13555.2194
12/16/1965,13911.3553
12/17/1965,12710.0051
12/18/1965,12132.7337
12/19/1965,11652.1206
12/20/1965,10228.6819
12/21/1965,9655.98242
12/22/1965,10499.334
12/23/1965,10084.6574
12/24/1965,11433.0581
12/25/1965,11355.3814
12/26/1965,12287.7796
12/27/1965,10534.5811
12/28/1965,10536.9311
12/29/1965,10400.4756
12/30/1965,10776.1609
12/31/1965,11579.3663
1/1/1966,11830.8434
1/2/1966,12559.1852
1/3/1966,10569.473
1/4/1966,8647.47827
1/5/1966,9228.26441
1/6/1966,7976.33108
1/7/1966,8896.82043
1/8/1966,8437.25143
1/9/1966,9120.87872
1/10/1966,9230.92968
1/11/1966,8631.34565
1/12/1966,10212.4901
1/13/1966,10579.4271
1/14/1966,10474.0547
1/15/1966,9996.2167
1/16/1966,9773.75557
1/17/1966,9316.94148
1/18/1966,9416.62828
1/19/1966,9118.13548
1/20/1966,9566.28543
1/21/1966,8149.60837
1/22/1966,8726.54841
1/23/1966,7555.22779
1/24/1966,6501.42735
1/25/1966,8027.582
1/26/1966,8469.10164
1/27/1966,7593.15863
1/28/1966,7609.89078
1/29/1966,8340.94196
1/30/1966,7828.79028
1/31/1966,7479.34125
2/1/1966,8643.85736
2/2/1966,9507.91634
2/3/1966,8871.57158
2/4/1966,9061.40181
2/5/1966,8318.16572
2/6/1966,8240.41142
2/7/1966,8288.23681
2/8/1966,9387.6536
2/9/1966,9144.96691
2/10/1966,9491.48047
2/11/1966,8317.88696
2/12/1966,8633.36806
2/13/1966,8603.8354
2/14/1966,7959.89519
2/15/1966,7977.28423
2/16/1966,7509.68623
2/17/1966,8388.68675
2/18/1966,8051.44521
2/19/1966,7602.17776
2/20/1966,7272.80545
2/21/1966,7513.33813
2/22/1966,8073.53282
2/23/1966,7015.37435
2/24/1966,8341.27357
2/25/1966,8536.2229
2/26/1966,7665.70207
2/27/1966,8128.02149
2/28/1966,7807.86402
3/1/1966,7837.65693
